,title,totalRatingCount,authors,image_url,small_image_url
266,Howl and Other Poems,100,"Allen Ginsberg, William Carlos Williams",https://images.gr-assets.com/books/1327870926m/6295.jpg,https://images.gr-assets.com/books/1327870926s/6295.jpg
267,"Howl's Moving Castle (Howl's Moving Castle, #1)",100,Diana Wynne Jones,https://images.gr-assets.com/books/1407450489m/6294.jpg,https://images.gr-assets.com/books/1407450489s/6294.jpg
268,"Hunters of the Dusk (Cirque Du Freak, #7)",99,Darren Shan,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
269,I Can Read With My Eyes Shut!,98,Dr. Seuss,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
270,I Feel Bad about My Neck: And Other Thoughts on Being a Woman,97,Nora Ephron,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
271,"I Hope They Serve Beer in Hell (Tucker Max, #1)",100,Tucker Max,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
272,I Like You: Hospitality Under the Influence,100,Amy Sedaris,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
273,I am Charlotte Simmons,100,Tom Wolfe,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
274,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,99,Bill Bryson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
275,Icy Sparks,100,Gwyn Hyman Rubio,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
276,"Ilium (Ilium, #1)",100,Dan Simmons,https://images.gr-assets.com/books/1390894862m/3973.jpg,https://images.gr-assets.com/books/1390894862s/3973.jpg
277,In Our Time,100,Ernest Hemingway,https://images.gr-assets.com/books/1369859426m/4652.jpg,https://images.gr-assets.com/books/1369859426s/4652.jpg
278,In Search of Excellence: Lessons from America's Best-Run Companies,100,"Tom Peters, Robert H. Waterman Jr.",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
279,In a Sunburned Country,100,Bill Bryson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
280,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",100,Alexander McCall Smith,https://images.gr-assets.com/books/1422951731m/7053.jpg,https://images.gr-assets.com/books/1422951731s/7053.jpg
281,In the Lake of the Woods,99,Tim O'Brien,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
282,In the Skin of a Lion,100,Michael Ondaatje,https://images.gr-assets.com/books/1405864361m/5946.jpg,https://images.gr-assets.com/books/1405864361s/5946.jpg
283,Infinite Jest,100,David Foster Wallace,https://images.gr-assets.com/books/1446876799m/6759.jpg,https://images.gr-assets.com/books/1446876799s/6759.jpg
284,Interpreter of Maladies,99,Jhumpa Lahiri,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
285,Into Thin Air: A Personal Account of the Mount Everest Disaster,100,Jon Krakauer,https://images.gr-assets.com/books/1463384482m/1898.jpg,https://images.gr-assets.com/books/1463384482s/1898.jpg
286,Into the Wild,100,Jon Krakauer,https://images.gr-assets.com/books/1403173986m/1845.jpg,https://images.gr-assets.com/books/1403173986s/1845.jpg
287,Invisible Cities,96,"Italo Calvino, William Weaver",https://images.gr-assets.com/books/1468623303m/9809.jpg,https://images.gr-assets.com/books/1468623303s/9809.jpg
288,Inés of My Soul,99,"Isabel Allende, Margaret Sayers Peden",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
289,Island,92,Aldous Huxley,https://images.gr-assets.com/books/1375947541m/5130.jpg,https://images.gr-assets.com/books/1375947541s/5130.jpg
290,Islands in the Stream,99,Ernest Hemingway,https://images.gr-assets.com/books/1400891142m/4633.jpg,https://images.gr-assets.com/books/1400891142s/4633.jpg
291,It's Not About the Bike: My Journey Back to Life,100,"Lance Armstrong, Sally Jenkins",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
292,Ivanhoe,99,Walter Scott,https://images.gr-assets.com/books/1405336818m/6440.jpg,https://images.gr-assets.com/books/1405336818s/6440.jpg
293,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,98,J.R.R. Tolkien,https://images.gr-assets.com/books/1346072396m/30.jpg,https://images.gr-assets.com/books/1346072396s/30.jpg
294,Jack: Straight from the Gut,99,"Jack Welch, John A. Byrne, Mike Barnicle",https://images.gr-assets.com/books/1297699934m/5559.jpg,https://images.gr-assets.com/books/1297699934s/5559.jpg
295,Jackdaws,100,Ken Follett,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
296,Jailbird,99,Kurt Vonnegut Jr.,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
297,James and the Giant Peach,99,"Roald Dahl, Quentin Blake",https://images.gr-assets.com/books/1320412586m/6689.jpg,https://images.gr-assets.com/books/1320412586s/6689.jpg
298,"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)",59,"D.C. Talk, The Voice of the Martyrs",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
299,Jewel,100,Bret Lott,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
300,Jitterbug Perfume,96,Tom Robbins,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
301,Job: A Comedy of Justice,100,Robert A. Heinlein,https://images.gr-assets.com/books/1438043968m/355.jpg,https://images.gr-assets.com/books/1438043968s/355.jpg
302,John Adams,100,David McCullough,https://images.gr-assets.com/books/1478144278m/2203.jpg,https://images.gr-assets.com/books/1478144278s/2203.jpg
303,"Jurassic Park (Jurassic Park, #1)",69,Michael Crichton,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
304,Kafka on the Shore,99,"Haruki Murakami, Philip Gabriel",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
305,Keep the Aspidistra Flying,91,George Orwell,https://images.gr-assets.com/books/1331244097m/9648.jpg,https://images.gr-assets.com/books/1331244097s/9648.jpg
306,"Killers of the Dawn (Cirque Du Freak, #9)",100,Darren Shan,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
307,Killing Yourself to Live: 85% of a True Story,100,Chuck Klosterman,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
308,"King Rat (Asian Saga, #4)",96,James Clavell,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
309,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),100,"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",https://images.gr-assets.com/books/1297118346m/4983.jpg,https://images.gr-assets.com/books/1297118346s/4983.jpg
310,La Dame aux Camélias,100,"Alexandre Dumas fils, David Coward",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
311,Last Chance Saloon,97,Marian Keyes,https://images.gr-assets.com/books/1407708818m/9298.jpg,https://images.gr-assets.com/books/1407708818s/9298.jpg
312,Last Chance to See,100,"Douglas Adams, Mark Carwardine",https://images.gr-assets.com/books/1327867839m/8696.jpg,https://images.gr-assets.com/books/1327867839s/8696.jpg
313,Last Orders,98,Graham Swift,https://images.gr-assets.com/books/1457623323m/5068.jpg,https://images.gr-assets.com/books/1457623323s/5068.jpg
314,Less Than Zero,89,Bret Easton Ellis,https://images.gr-assets.com/books/1443060100m/9915.jpg,https://images.gr-assets.com/books/1443060100s/9915.jpg
315,Leviathan,100,Paul Auster,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
316,Liar's Poker,100,Michael   Lewis,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
317,Libra,100,Don DeLillo,https://images.gr-assets.com/books/1327935630m/400.jpg,https://images.gr-assets.com/books/1327935630s/400.jpg
318,Life and Times of Michael K,98,J.M. Coetzee,https://images.gr-assets.com/books/1327203650m/6193.jpg,https://images.gr-assets.com/books/1327203650s/6193.jpg
319,Life of Pi,100,Yann Martel,https://images.gr-assets.com/books/1320562005m/4214.jpg,https://images.gr-assets.com/books/1320562005s/4214.jpg
320,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",99,Douglas Adams,https://images.gr-assets.com/books/1333577589m/8694.jpg,https://images.gr-assets.com/books/1333577589s/8694.jpg
321,Like Water for Chocolate,100,"Laura Esquivel, Thomas  Christensen, Carol Christensen",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
322,Lipstick Jungle,97,Candace Bushnell,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
323,Little Altars Everywhere,100,Rebecca Wells,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
324,"Little House in the Big Woods (Little House, #1)",100,"Laura Ingalls Wilder, Garth Williams",https://images.gr-assets.com/books/1475195170m/8337.jpg,https://images.gr-assets.com/books/1475195170s/8337.jpg
325,"Little Town on the Prairie  (Little House, #7)",86,"Laura Ingalls Wilder, Garth Williams",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
326,"Little Women (Little Women, #1)",100,Louisa May Alcott,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
327,"Live and Let Die (James Bond, #2)",100,Ian Fleming,https://images.gr-assets.com/books/1327953982m/3763.jpg,https://images.gr-assets.com/books/1327953982s/3763.jpg
328,Lolita,96,"Vladimir Nabokov, Craig Raine",https://images.gr-assets.com/books/1377756377m/7604.jpg,https://images.gr-assets.com/books/1377756377s/7604.jpg
329,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,100,"Dava Sobel, Neil Armstrong",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
330,Lord of the Flies,100,William Golding,https://images.gr-assets.com/books/1327869409m/7624.jpg,https://images.gr-assets.com/books/1327869409s/7624.jpg
331,"Lord of the Shadows (Cirque Du Freak, #11)",99,Darren Shan,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
332,Lost Horizon,100,James Hilton,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
333,Love in the Time of Cholera,92,"Gabriel García Márquez, Edith Grossman",https://images.gr-assets.com/books/1327124987m/9712.jpg,https://images.gr-assets.com/books/1327124987s/9712.jpg
334,Loving What Is: Four Questions That Can Change Your Life,60,"Byron Katie, Stephen Mitchell",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
335,Lucy Sullivan Is Getting Married,94,Marian Keyes,https://images.gr-assets.com/books/1407707569m/9303.jpg,https://images.gr-assets.com/books/1407707569s/9303.jpg
336,Lunar Park,100,Bret Easton Ellis,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
337,Lysistrata,100,"Aristophanes, Sarah Ruden",https://images.gr-assets.com/books/1335892524m/1591.jpg,https://images.gr-assets.com/books/1335892524s/1591.jpg
338,Macbeth,99,William Shakespeare,https://images.gr-assets.com/books/1459795224m/8852.jpg,https://images.gr-assets.com/books/1459795224s/8852.jpg
339,Madame Bovary,99,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",https://images.gr-assets.com/books/1335676143m/2175.jpg,https://images.gr-assets.com/books/1335676143s/2175.jpg
340,Man's Search for Meaning,100,Viktor E. Frankl,https://images.gr-assets.com/books/1467136625m/4069.jpg,https://images.gr-assets.com/books/1467136625s/4069.jpg
341,"Mariel of Redwall (Redwall, #4)",99,"Brian Jacques, Gary Chalk",https://images.gr-assets.com/books/1299761476m/7993.jpg,https://images.gr-assets.com/books/1299761476s/7993.jpg
342,Marina,100,Carlos Ruiz Zafón,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
343,"Marlfox (Redwall, #11)",98,Brian Jacques,https://images.gr-assets.com/books/1311702426m/7999.jpg,https://images.gr-assets.com/books/1311702426s/7999.jpg
344,Martin Chuzzlewit,98,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",https://images.gr-assets.com/books/1334392783m/1990.jpg,https://images.gr-assets.com/books/1334392783s/1990.jpg
345,Maurice,100,E.M. Forster,https://images.gr-assets.com/books/1361934128m/3103.jpg,https://images.gr-assets.com/books/1361934128s/3103.jpg
346,Maximum City: Bombay Lost and Found,89,Suketu Mehta,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
347,"Mayflower: A Story of Courage, Community, and War",97,Nathaniel Philbrick,https://images.gr-assets.com/books/1474488130m/4820.jpg,https://images.gr-assets.com/books/1474488130s/4820.jpg
348,Me Talk Pretty One Day,99,David Sedaris,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
349,Memoirs of a Geisha,100,Arthur Golden,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
350,Memories of My Melancholy Whores,100,"Gabriel García Márquez, Edith Grossman",https://images.gr-assets.com/books/1327484658m/760.jpg,https://images.gr-assets.com/books/1327484658s/760.jpg
351,"Men Are from Mars, Women Are from Venus",100,John Gray,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
352,Message in a Bottle,100,Nicholas Sparks,https://images.gr-assets.com/books/1163789140m/3478.jpg,https://images.gr-assets.com/books/1163789140s/3478.jpg
353,"Messenger of Truth (Maisie Dobbs, #4)",99,Jacqueline Winspear,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
354,Metamorphoses,100,"Ovid, David Raeburn, Denis Feeney",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
355,Microserfs,100,Douglas Coupland,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
356,Middlesex,99,Jeffrey Eugenides,https://images.gr-assets.com/books/1437029776m/2187.jpg,https://images.gr-assets.com/books/1437029776s/2187.jpg
357,"Midnight for Charlie Bone (The Children of the Red King, #1)",87,Jenny Nimmo,https://images.gr-assets.com/books/1328868798m/9475.jpg,https://images.gr-assets.com/books/1328868798s/9475.jpg
358,Midwives,100,Chris Bohjalian,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
359,Moloka'i,100,Alan Brennert,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
360,Moneyball: The Art of Winning an Unfair Game,100,Michael   Lewis,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
361,"Moo, Baa, La La La!",100,Sandra Boynton,https://images.gr-assets.com/books/1451996462m/4600.jpg,https://images.gr-assets.com/books/1451996462s/4600.jpg
362,Moon Palace,100,Paul Auster,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
363,"Moonraker (James Bond, #3)",99,Ian Fleming,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
364,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",99,Alexander McCall Smith,https://images.gr-assets.com/books/1379303019m/7035.jpg,https://images.gr-assets.com/books/1379303019s/7035.jpg
365,Mornings on Horseback,100,David McCullough,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
366,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",100,Douglas Adams,https://images.gr-assets.com/books/1320725132m/360.jpg,https://images.gr-assets.com/books/1320725132s/360.jpg
367,Mother Night,99,Kurt Vonnegut Jr.,https://images.gr-assets.com/books/1344621657m/9592.jpg,https://images.gr-assets.com/books/1344621657s/9592.jpg
368,Mother of Pearl,100,Melinda Haynes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
369,Motor Mouth (Alex Barnaby #2),97,Janet Evanovich,https://images.gr-assets.com/books/1479699584m/6426.jpg,https://images.gr-assets.com/books/1479699584s/6426.jpg
370,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",100,Robert C. O'Brien,https://images.gr-assets.com/books/1351191064m/9822.jpg,https://images.gr-assets.com/books/1351191064s/9822.jpg
371,My Friend Leonard,100,James Frey,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
372,My Life in France,100,"Julia Child, Alex Prud'Homme",https://images.gr-assets.com/books/1395564378m/5084.jpg,https://images.gr-assets.com/books/1395564378s/5084.jpg
373,My Name is Red,100,"Orhan Pamuk, Erdağ M. Göknar",https://images.gr-assets.com/books/1374015288m/2517.jpg,https://images.gr-assets.com/books/1374015288s/2517.jpg
374,Naked,100,David Sedaris,https://images.gr-assets.com/books/1394178867m/4138.jpg,https://images.gr-assets.com/books/1394178867s/4138.jpg
375,Naked Lunch,91,"William S. Burroughs, James Grauerholz, Barry  Miles",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
376,Narcissus and Goldmund,100,"Hermann Hesse, Ursule Molinaro",https://images.gr-assets.com/books/1374680750m/5954.jpg,https://images.gr-assets.com/books/1374680750s/5954.jpg
377,Neither Here nor There: Travels in Europe,100,Bill Bryson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
378,Never Let Me Go,100,Kazuo Ishiguro,https://images.gr-assets.com/books/1353048590m/6334.jpg,https://images.gr-assets.com/books/1353048590s/6334.jpg
379,Next,76,Michael Crichton,https://images.gr-assets.com/books/1358010468m/7661.jpg,https://images.gr-assets.com/books/1358010468s/7661.jpg
380,Nickel and Dimed: On (Not) Getting By in America,100,Barbara Ehrenreich,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
381,Night (The Night Trilogy #1),100,"Elie Wiesel, Marion Wiesel",https://images.gr-assets.com/books/1473495285m/1617.jpg,https://images.gr-assets.com/books/1473495285s/1617.jpg
382,Night Over Water,100,Ken Follett,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
383,Nine Stories,99,J.D. Salinger,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
384,No Logo,100,Naomi Klein,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
385,Notes from a Small Island,99,Bill Bryson,https://images.gr-assets.com/books/1479653223m/28.jpg,https://images.gr-assets.com/books/1479653223s/28.jpg
386,Oblivion,100,David Foster Wallace,https://images.gr-assets.com/books/1311905400m/6749.jpg,https://images.gr-assets.com/books/1311905400s/6749.jpg
387,"Oedipus Rex  (The Theban Plays, #1)",99,"Sophocles, J.E. Thomas",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
388,Of Mice and Men,99,John Steinbeck,https://images.gr-assets.com/books/1437235233m/890.jpg,https://images.gr-assets.com/books/1437235233s/890.jpg
389,Olivia Joules and the Overactive Imagination,99,Helen Fielding,https://images.gr-assets.com/books/1408588694m/4530.jpg,https://images.gr-assets.com/books/1408588694s/4530.jpg
390,"Olympos (Ilium, #2)",100,Dan Simmons,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
391,On Beauty,100,Zadie Smith,https://images.gr-assets.com/books/1495961870m/3679.jpg,https://images.gr-assets.com/books/1495961870s/3679.jpg
392,"On Her Majesty's Secret Service (James Bond, #11)",100,Ian Fleming,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
393,"On the Banks of Plum Creek  (Little House, #4)",89,"Laura Ingalls Wilder, Garth Williams",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
394,"One Fish, Two Fish, Red Fish, Blue Fish",98,Dr. Seuss,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
395,One Hundred Years of Solitude,100,"Gabriel García Márquez, Gregory Rabassa",https://images.gr-assets.com/books/1327881361m/320.jpg,https://images.gr-assets.com/books/1327881361s/320.jpg
396,"One for the Money (Stephanie Plum, #1)",100,Janet Evanovich,https://images.gr-assets.com/books/1316730230m/6853.jpg,https://images.gr-assets.com/books/1316730230s/6853.jpg
